99.5
92.75
85.75
85.5
84.5
84
83
79.5
78
75
74.5
72.5
72
68.75
66.5
66
65
65
63.5
60.5
60.5
59
58.5
58
57.5
57.5
57
56
55.75
54
52.5
52
51.5
51
51
50.5
48.5
48.25
45.75
42
41.5
38
36.75
35
33
31.5
28.5
28
22.75
22.5
22
19.5
13.5
11
3
0
