66.83
64.6
63.9
63.72
63.24
60.86
60.28
52.19
50.7
50.07
49.26
46.74
46.44
46.36
44.35
43.36
42.94
42.58
42.43
42.38
42.18
41.57
40.5
39.62
38.94
38.79
36.09
35.47
34.57
33.88
32.99
31.24
30.76
30.25
29.97
29.2
29.17
28.89
28.33
27.67
26.01
25.08
24.67
23.51
22.12
18.24
17.19
15.16
14.68
13.16
12.25
12.16
10.28
5.67
5.58
3.79
