Date,Value
2000-07-31,0.031150667514304
2000-06-30,0.034548944337812
2000-05-31,0.03339755940912
2000-04-30,0.026332691072575
2000-03-31,0.022508038585209
2000-02-29,0.023225806451613
2000-01-31,0.027219701879456
1999-12-31,0.030579050097593
1999-11-30,0.037279267495095
1999-10-31,0.04404996712689
1999-09-30,0.048184818481848
1999-08-31,0.043506921555702
1999-07-31,0.032829940906106
1999-06-30,0.022236756049706
1999-05-31,0.017647058823529
1999-04-30,0.017647058823529
1999-03-31,0.02437417654809
1999-02-28,0.033333333333333
1999-01-31,0.03835800807537
1998-12-31,0.039918809201624
1998-11-30,0.037313432835821
1998-10-31,0.032586558044807
1998-09-30,0.031313818924438
1998-08-31,0.041180507892931
1998-07-31,0.055440055440055
1998-06-30,0.06848357791754
1998-05-31,0.075949367088608
1998-04-30,0.08433734939759
1998-03-31,0.081967213114754
1998-02-28,0.072961373390558
1998-01-31,0.063707945597709
1997-12-31,0.06025824964132
1997-11-30,0.064259927797834
1997-10-31,0.072833211944647
1997-09-30,0.072262773722628
1997-08-31,0.061953352769679
1997-07-31,0.051749271137026
1997-06-30,0.047584187408492
1997-05-31,0.047128129602356
1997-04-30,0.044411547002221
