41.52
41.25
40.12
38.97
38.3
37.64
37.34
34.45
33.27
33.01
32.87
30.25
29.17
29.06
28.08
27.24
27.06
26.43
26.41
26.04
25.37
24.48
23.96
23.94
23.81
23.68
22.85
22.67
22.17
22
21.57
21.13
19.49
17.3
17.11
16.89
16.51
16.5
16.45
15.97
14.79
14.75
14.7
14.52
14.17
13.79
11.56
9.47
9.05
8.88
8.29
6.8
6.66
6.42
5.67
3.28
3.04
2.83
