60.59
50.39
49.87
48.71
47.51
45.74
45.55
43.81
43.25
43.06
42.88
42.46
42.33
41.9
39.97
38.84
38.66
36.86
36.69
36.64
36.51
35.5
35.31
35.06
34.63
32.3
31.42
31.28
30.86
28.95
28.64
28.17
27.15
26.43
24.12
22.57
22.28
20.99
20.56
20.5
19.68
19.05
18.54
18.3
18.08
17.09
16.47
15.92
11.76
