LINK_ID,Source,Target,ROAD_USE,LANES,ROAD_RANK,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,ROAD_TYPE,ROAD_NO,TMPID,UPLOAD_ID,SOSFNODEID,SOSTNODEID,SHAPE_STLe
1930218200,1930070000,1930070100,0,1.0,104,신선로83번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,20120228054220,,20111124055500,20120228054200,60.7921777843
1930220600,1930070100,1930070200,0,1.0,104,야음로5번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,20111124055200,,20120228054200,20111124060000,119.54149620700001
1930213400,1930073500,1930073900,0,1.0,104,산업로703번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,20120228100530,,20120402020315,20120228100500,196.513544153
1930213500,1930073900,1930058800,0,1.0,104,강남로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,20120228100510,,20120228100500,,90.51155867
1930213600,1930058800,1930073900,0,1.0,104,강남로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,20120228100520,,,20120228100500,90.9883069427
1930213700,1930073900,1930073500,0,1.0,104,산업로703번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,20120228100540,,20120228100500,20120402020315,218.28124837599998
1930120202,1930043000,1930072800,0,1.0,104,왕생로66번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124050000,205.34933183299998
1930126202,1930042700,1930073000,0,1.0,104,거마로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125094000,398.67536975300004
1930103401,1930071700,1930034900,0,1.0,104,화합로134번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124044500,,62.0709115702
1930108302,1930072400,1930038000,0,4.0,104,삼산로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124050500,,234.77034087299998
1930054702,1930019800,1930070500,0,1.0,104,대공원길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125093000,516.870900046
1930042803,1930070200,1930070000,0,1.0,104,신선로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124060000,20111124055500,164.49053867
1930042903,1930070000,1930070200,0,1.0,104,신선로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124055500,20111124060000,187.984667315
1930062202,1930071300,1930033400,0,2.0,104,신정로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124052500,,263.398717114
1930061301,1930023100,1930071000,0,1.0,104,도산로77번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124054000,135.058490599
1930062502,1930071200,1930031000,0,4.0,104,번영로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,81,,,20111124053000,,187.1790789
1960022403,1960009900,1960086500,0,3.0,103,일반국도24호선,0,0,80.0,0.0,0.0,0.0,,,5,31000,193,0,24,,,,20111125010500,765.5442358060001
1930064302,1930025500,1930070900,0,3.0,104,문수로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125092500,446.751444205
1930064402,1930070900,1930025500,0,3.0,104,문수로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125092500,,447.569633199
1930170502,1930056400,1930074000,0,2.0,104,남선로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125095500,748.039370815
1930170602,1930074000,1930056400,0,2.0,104,남선로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125095500,,737.303604521
1930036902,1930013900,1930069800,0,1.0,104,매암로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111128092500,1088.67791711
1930053901,1930019600,1930070400,0,1.0,104,-,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125091000,375.876314868
1930057501,1930020400,1930070800,0,1.0,104,도산로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124054500,206.019382045
1930112501,1930038000,1930072600,0,4.0,104,삼산로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124045500,193.78014679700001
1930126102,1930073000,1930042700,0,1.0,104,거마로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125094000,,387.203015369
1930062102,1930033400,1930071300,0,2.0,104,신정로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124052500,260.739239848
1930065802,1930071400,1930022700,0,1.0,104,도산로77번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124052000,,215.761641083
1930062602,1930031000,1930071200,0,4.0,104,번영로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,81,,,,20111124053000,187.144966442
1930054001,1930070400,1930019600,0,1.0,104,-,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125091000,,353.150124788
1930057601,1930070800,1930020400,0,1.0,104,도산로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124054500,,201.021288564
1930120102,1930072800,1930043000,0,1.0,104,왕생로66번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124050000,,205.63000198900002
1930103501,1930034900,1930071700,0,1.0,104,화합로134번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124044500,61.9427193471
1930114702,1930072700,1930040800,0,1.0,104,왕생로66번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124051000,,230.977274808
1930065702,1930022700,1930071400,0,1.0,104,도산로77번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124052000,214.88410475599997
1930054802,1930070500,1930019800,0,1.0,104,대공원길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125093000,,523.686484611
1930112601,1930072600,1930038000,0,4.0,104,삼산로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124045500,,194.060914363
1930011302,1930005900,1930005300,0,1.0,104,처용로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,,597.9256486840001
1930011402,1930005300,1930005900,0,1.0,104,처용로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,,608.867467894
1930108402,1930038000,1930072400,0,4.0,104,삼산로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124050500,234.819565273
1930114802,1930040800,1930072700,0,1.0,104,왕생로66번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124051000,230.92604216599997
1930061401,1930071000,1930023100,0,1.0,104,도산로77번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124054000,,135.098740515
1930037002,1930069800,1930013900,0,1.0,104,매암로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111128092500,,1105.13096494
1930064401,1930002304,1930070900,0,3.0,104,문수로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125092500,162.70021238200002
1930064301,1930070900,1930002304,0,3.0,104,문수로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125092500,,162.345198276
1930054701,1930070500,1930002303,0,2.0,104,대공원길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125093000,,302.67474251
1930054801,1930002303,1930070500,0,2.0,104,대공원길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125093000,297.188751462
1930170601,1930064800,1930074000,0,2.0,104,남선로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125095500,542.870316259
1930170501,1930074000,1930064800,0,2.0,104,남선로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125095500,,535.43679819
1930054002,1930020000,1930070400,0,1.0,104,대암로90번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125091000,67.3225583492
1930053902,1930070400,1930020000,0,1.0,104,대암로90번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125091000,,77.8603233637
1930042801,1930069900,1930015700,0,2.0,104,신선로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124055000,,116.13585589700001
1930042901,1930015700,1930069900,0,2.0,104,신선로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124055000,118.12879898
1930042802,1930070000,1930069900,0,1.0,104,신선로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124055500,20111124055000,107.16798773100001
1930042902,1930069900,1930070000,0,1.0,104,신선로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124055000,20111124055500,106.68143942299999
1930042804,1930016100,1930070200,0,1.0,104,야음로5번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124060000,111.61413813200001
1930042904,1930070200,1930016100,0,1.0,104,야음로5번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124060000,,111.778555958
1930065801,1930028800,1930071400,0,1.0,104,신정로20번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124052000,105.28920902700001
1930065701,1930071400,1930028800,0,1.0,104,신정로20번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124052000,,107.130477343
1930062201,1930022000,1930071300,0,2.0,104,신정로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124052500,213.485553782
1930062101,1930071300,1930022000,0,2.0,104,신정로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124052500,,214.096202818
1930062601,1930071200,1930022100,0,4.0,104,번영로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,81,,,20111124053000,,183.496424665
1930062501,1930022100,1930071200,0,4.0,104,번영로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,81,,,,20111124053000,183.528801555
1930061302,1930071000,1930021700,0,1.0,104,도산로119번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124054000,,136.224832234
1930061402,1930021700,1930071000,0,1.0,104,도산로119번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124054000,136.323480943
1930057602,1930022100,1930070800,0,1.0,104,도산로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124054500,82.35220780649999
1930057502,1930070800,1930022100,0,1.0,104,도산로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124054500,,84.8374550245
1930114801,1930072700,1930038800,0,1.0,104,왕생로66번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124051000,,96.7857593931
1930114701,1930038800,1930072700,0,1.0,104,왕생로66번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124051000,96.6827474292
1930108401,1930072400,1930036500,0,4.0,104,삼산로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124050500,,81.0799731457
1930108301,1930036500,1930072400,0,4.0,104,삼산로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124050500,81.1160402826
1930120201,1930072800,1930040800,0,1.0,104,왕생로66번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124050000,,196.341494858
1930120101,1930040800,1930072800,0,1.0,104,왕생로66번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124050000,196.060674738
1930112602,1930039500,1930072600,0,4.0,104,삼산로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124045500,115.47552192200001
1930112502,1930072600,1930039500,0,4.0,104,삼산로,0,0,70.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124045500,,116.150618556
1930103502,1930071700,1930034800,0,1.0,104,화합로134번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111124044500,,50.3211890661
1930103402,1930034800,1930071700,0,1.0,104,화합로134번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111124044500,50.1364854038
1930011301,1930005300,1930005200,0,1.0,104,처용로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,,493.87932268800006
1930011401,1930005200,1930005300,0,1.0,104,처용로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,,492.536903125
1930126201,1930073000,1930043900,0,1.0,104,거마로77번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125094000,,25.3705272283
1930126101,1930043900,1930073000,0,1.0,104,거마로77번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125094000,16.4904611119
1930037001,1930017000,1930069800,0,1.0,104,부두로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111128092500,888.8493256360001
1930036901,1930069800,1930017000,0,1.0,104,부두로,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111128092500,,888.483869291
1930126301,1930002308,1930073100,0,1.0,104,거마로117번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125095000,442.79322388199995
1930126302,1930073100,1930042700,0,1.0,104,거마로117번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125095000,,98.0496324602
1930126402,1930042700,1930073100,0,1.0,104,거마로117번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,,20111125095000,101.94101730700001
1930126401,1930073100,1930002308,0,1.0,104,거마로117번길,0,0,60.0,0.0,0.0,0.0,,,5,31000,193,0,-,,,20111125095000,,430.380426481
1930223900,1930074100,1930074200,0,2.0,104,울산대교접속교,0,0,70.0,5.0,0.0,0.0,,winer017,5,31000,193,1,-,L20150422103000,winer01720150622151042,N20150422100000,N20150422100010,1432.23448731
1930224000,1930074200,1930074100,0,2.0,104,울산대교접속교,0,0,70.0,5.0,0.0,0.0,,winer017,5,31000,193,1,-,L20150422103010,winer01720150622151042,N20150422100010,N20150422100000,1419.57490427
1930224100,1940017700,1930074200,0,2.0,104,울산대교,0,0,70.0,5.0,0.0,0.0,,winer017,5,31000,193,3,-,L20150422103030,winer01720150622151042,N20150422100020,N20150422100010,1146.62668225
1930224200,1930074200,1940017700,0,2.0,104,울산대교,0,0,70.0,5.0,0.0,0.0,,winer017,5,31000,193,3,-,L20150422103020,winer01720150622151042,N20150422100010,N20150422100020,1145.77068429
1930036302,1930074100,1930013600,0,2.0,104,장생포로,0,0,60.0,0.0,0.0,0.0,,winer017,5,31000,193,0,-,,winer01720150622151042,N20150422100000,,659.156313433
1930036402,1930013600,1930074100,0,2.0,104,장생포로,0,0,60.0,0.0,0.0,0.0,,winer017,5,31000,193,0,-,,winer01720150622151042,,N20150422100000,659.69825853
1930036401,1930074100,1930014100,0,3.0,104,장생포로,0,0,70.0,0.0,0.0,0.0,,winer017,5,31000,193,0,-,,winer01720150622151042,N20150422100000,,270.070115794
1930036301,1930014100,1930074100,0,3.0,104,장생포로,0,0,70.0,0.0,0.0,0.0,,winer017,5,31000,193,0,-,,winer01720150622151042,,N20150422100000,271.842370279
1930006800,1930003300,1930003301,0,2.0,101,울산고속도로,0,0,80.0,5.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,16,,nodelinkmanager2017010217,,,303.79548775
1930006700,1930003301,1930003300,0,2.0,101,울산고속도로,0,0,80.0,5.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,16,,nodelinkmanager2017010217,,,305.176459928
1960027803,1930003301,1960013902,0,1.0,101,울산고속도로,0,0,50.0,5.0,0.0,0.0,BU_인접도로분할,nodelinkmanager,5,50000,193,0,16,,nodelinkmanager2017010217,,,1162.98132985
1960027703,1960013902,1930003301,0,4.0,101,울산고속도로,0,0,100.0,5.0,0.0,0.0,BU_인접도로분할,nodelinkmanager,5,50000,193,0,16,,nodelinkmanager2017010217,,,1160.57343678
1930386600,1930069500,1960038200,0,1.0,107,-,0,0,40.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010315,,,316.443676751
1930386700,1960038200,1930069500,0,1.0,107,-,0,0,40.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010315,,,319.95264924
1930067500,1930023700,1930023400,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,현장_GPS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,73.9924438039
1930067600,1930023400,1930023700,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,현장_GPS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,74.208678066
1930068700,1930024700,1930023700,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,현장_GPS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,120.89196485299999
1930068800,1930023700,1930024700,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,현장_GPS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,120.675983808
1930066300,1930023300,1930022900,0,1.0,104,-,0,0,60.0,0.0,0.0,0.0,NGIS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,135.191066435
1930066400,1930022900,1930023300,0,1.0,104,-,0,0,60.0,0.0,0.0,0.0,NGIS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,131.747505679
1930065900,1930022800,1930023300,0,1.0,104,-,0,0,60.0,0.0,0.0,0.0,NGIS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,141.201656895
1930066000,1930023300,1930022800,0,1.0,104,-,0,0,60.0,0.0,0.0,0.0,NGIS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,139.790216669
1930210000,1930069300,1930069000,1,2.0,104,-,0,0,40.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,126.987236215
1930208400,1930069000,1930004001,1,2.0,104,-,0,0,40.0,0.0,0.0,0.0,일방,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,158.199202513
1930174300,1930057600,1930057700,0,2.0,104,옥무로,0,0,50.0,0.0,0.0,0.0,NGIS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,84.2341922391
1930174400,1930057700,1930057600,0,2.0,104,옥무로,0,0,50.0,0.0,0.0,0.0,NGIS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,83.9281144217
1930002201,1930001301,1930001300,0,4.0,104,산업로,0,0,70.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,21.9630452941
1930002101,1930001300,1930001301,0,4.0,104,산업로,0,0,70.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,21.9598492744
1930002200,1930001300,1930001000,0,4.0,104,산업로,0,0,70.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,1142.00012391
1930002100,1930001000,1930001300,0,1.0,104,산업로,0,0,40.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,1142.20402066
1930109400,1930037500,1930036900,0,1.0,104,-,0,0,40.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,55.534243853599996
1930111100,1930037500,1930053700,0,1.0,104,큰골길,0,0,40.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,788.2520743360001
1930111200,1930053700,1930037500,0,1.0,104,큰골길,0,0,40.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,821.0199644999999
1930081500,1930027600,1930031600,0,1.0,104,-,0,0,30.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,234.96082520599998
1930081600,1930031600,1930027600,0,1.0,104,-,0,0,30.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,224.550629485
1930200700,1930066500,1930066400,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,563.18495039
1930200800,1930066400,1930066500,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,559.09844894
1930035300,1930000403,1930013400,0,1.0,104,-,0,0,40.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,49.4592108436
1930035400,1930013400,1930000403,0,1.0,104,-,0,0,40.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,49.4592457733
1930194900,1930065200,1930064500,0,1.0,104,-,0,0,60.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,49.4410328939
1930195000,1930064500,1930065200,1,1.0,104,강남로,0,0,40.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,49.44099047
1930196100,1930065300,1930064900,0,2.0,104,강남로,0,0,70.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,449.639300915
1930196200,1930064900,1930065300,0,2.0,104,강남로,0,0,70.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,449.639808488
1930194700,1930064500,1930064900,1,1.0,104,강남로,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,162.728413916
1930193900,1930064000,1930064500,1,2.0,104,강남로,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,100.910479056
1930193300,1930003401,1930064000,1,2.0,104,강남로,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,70.5573870234
1930193700,1930064300,1930064000,1,1.0,104,신정로203번길,0,0,40.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,170.842272752
1930183700,1930060800,1930063900,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,272.475686088
1930183800,1930063900,1930060800,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,277.887631194
1930188100,1930063700,1930062100,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,138.980295785
1930117800,1930039800,1930042200,0,1.0,104,-,0,0,40.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,101.805417855
1930117400,1930039700,1930039800,0,1.0,104,-,0,0,40.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,142.33464314
1930177500,1930059200,1930058700,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,190.295542553
1930175500,1930058700,1930058000,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,180.25691239900002
1930175600,1930058000,1930058700,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,180.26018764900002
1930177600,1930058700,1930059200,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,190.297486969
1930171100,1930056600,1930058700,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,84.6650995924
1930198900,1930066000,1930066200,0,1.0,104,-,0,0,40.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,59.305321748500006
1930043300,1930015900,1930000409,0,1.0,104,신남로,0,0,50.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,60.341531392600004
1930043400,1930000409,1930015900,0,1.0,104,신남로,0,0,50.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,63.827394586000004
1930037700,1930014200,1930000405,0,1.0,104,-,0,0,40.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,56.72133856399999
1930198100,1930003301,1930003300,0,2.0,104,-,0,0,60.0,0.0,0.0,0.0,"DGPS,LOG",nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,305.220851044
1930198200,1930003300,1930003301,0,4.0,104,-,0,0,60.0,0.0,0.0,0.0,"DGPS,LOG",nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,303.855112711
1930187300,1930062500,1930061900,0,2.0,104,옥신로,0,0,50.0,0.0,0.0,0.0,현장_GPS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,150.272269548
1930187400,1930061900,1930062500,0,2.0,104,옥신로,0,0,50.0,0.0,0.0,0.0,현장_GPS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,150.275029792
1930034100,1930013100,1930000402,0,1.0,104,-,0,0,40.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,52.020452626
1930034200,1930000402,1930013100,0,1.0,104,-,0,0,40.0,0.0,0.0,0.0,,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,52.020262636000005
1930192300,1930064700,1930063500,0,2.0,104,번영로,0,0,50.0,0.0,0.0,0.0,보완G_수정,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,132.07579604
1930192400,1930063500,1930064700,0,1.0,104,번영로,0,0,50.0,0.0,0.0,0.0,보완G_수정,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,132.079116774
1930008800,1930004500,1930004400,0,3.0,104,-,0,0,50.0,0.0,0.0,0.0,누락도로_NGIS,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,676.487792153
1930193800,1930064000,1930064300,0,1.0,104,-,0,0,50.0,0.0,0.0,0.0,신규,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,176.28659329099997
1930191500,1930063300,1930063600,0,2.0,104,삼선중앙로,0,0,50.0,0.0,0.0,0.0,보완,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,16.4764963087
1930191600,1930063600,1930063300,0,2.0,104,삼선중앙로,0,0,50.0,0.0,0.0,0.0,보완,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,16.476596243699998
1930185300,1930061300,1930063300,0,2.0,104,삼선중앙로,0,0,50.0,0.0,0.0,0.0,보완,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,147.71459358299998
1930185400,1930063300,1930061300,0,2.0,104,삼선중앙로,0,0,50.0,0.0,0.0,0.0,보완,nodelinkmanager,5,50000,193,0,-,,nodelinkmanager2017010411,,,147.711006695
