1,34.83
2,34.05
3,33.01
4,32.7
5,32.24
6,30.67
7,29.94
8,28.99
9,28.91
10,28.78
11,28.16
12,27.91
13,27.15
14,26.95
15,26.8
16,26.75
17,26.36
18,26.12
18,26.12
20,26.08
21,24.1
22,24.03
23,23.72
24,23.58
25,22.9
26,22.53
27,21.93
28,21.78
29,21.67
30,19.3
31,19.09
32,18.66
33,18.19
34,17.95
35,17.94
36,17.75
37,17.58
38,16.78
39,16.73
40,16.45
41,16.05
42,16.03
43,15.37
44,15.03
45,14.81
46,13.47
47,13.34
48,13.28
49,13.09
50,6.89
51,0.11
